bridge_id,bridge_number,bridge_name,host_link_id,road_link_name,road_class,region,station,corrected_longitude,corrected_latitude,chainage_from_start_of_road_km,missing_attribute_count,missing_attributes,safe_attribute_defaults_applied,legacy_backfill_field_count,legacy_backfill_sources,location_audit_status
bridge-469,B405,Bukoto-Kyebando B1 Lhs,M20,Kampala NorthernBypass,M,Central,Kampala,32.588907,0.352832,9.933,15,Crossing Feature / River Name; Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
bridge-470,B409,Bukoto-Kyebando B2 Lhs,M20,Kampala NorthernBypass,M,Central,Kampala,32.588545,0.352378,9.999,15,Crossing Feature / River Name; Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
bridge-471,B412,Bukoto-Kyebando B2 Rhs,M20,Kampala NorthernBypass,M,Central,Kampala,32.588545,0.352378,9.999,15,Crossing Feature / River Name; Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
bridge-472,B242,Kyebando Foot Bridge,M20,Kampala NorthernBypass,M,Central,Kampala,32.586483,0.349789,10.376,14,Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
bridge-473,B416,Namboole B2,M20,Kampala NorthernBypass,M,Central,Kampala,32.65356,0.34894,0,15,Crossing Feature / River Name; Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
bridge-474,B204,Kyebando Over Bridge,M20,Kampala NorthernBypass,M,Central,Kampala,32.579564,0.350865,11.187,14,Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
bridge-475,B417,Kalerwe B1 Rhs,M20,Kampala NorthernBypass,M,Central,Kampala,32.572234,0.352223,12.036,10,Abutment Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,28,river: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; owner: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; district_council: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; flow: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; town_left: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; town_right: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; type_bridge: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; type_deck: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; type_deck_material: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; type_abutment_l: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; type_abutment_r: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; type_piers: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; type_para_rail: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; type_wearing_surface: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; type_exp_joints: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; approach_slab: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; abutment_gallery: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; type_bearings: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; no_of_span: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; no_of_pier: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; no_of_exp_joints: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; superload_route: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; weight_load_restr: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; scour_protection: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; scour_risk: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; traffic_flow_directions: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; remarks: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306; _historical_bms_2019_20: List of bridges and culverts from BMS database 2019-20.xlsx::Bridges row 306,Placed on exact national road host link
bridge-476,B418,Kalerwe B2 Rhs,M20,Kampala NorthernBypass,M,Central,Kampala,32.571457,0.352367,12.126,15,Crossing Feature / River Name; Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
bridge-477,B219,Kalerwe B2 Lhs,M20,Kampala NorthernBypass,M,Central,Kampala,32.571457,0.352367,12.126,15,Crossing Feature / River Name; Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
bridge-478,B221,Kalerwe B1 Lhs,M20,Kampala NorthernBypass,M,Central,Kampala,32.572234,0.352223,12.036,15,Crossing Feature / River Name; Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
bridge-479,B224,Kalerwe Foot Bridge,M20,Kampala NorthernBypass,M,Central,Kampala,32.569134,0.352471,12.397,14,Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
bridge-480,B244,Bwayise B1 Rhs,M20,Kampala NorthernBypass,M,Central,Kampala,32.562935,0.350676,13.132,15,Crossing Feature / River Name; Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
bridge-481,B245,Bwayise B2 Rhs,M20,Kampala NorthernBypass,M,Central,Kampala,32.56226,0.350481,13.212,15,Crossing Feature / River Name; Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
bridge-482,B247,Bwayise B1 Lhs,M20,Kampala NorthernBypass,M,Central,Kampala,32.56226,0.350481,13.212,15,Crossing Feature / River Name; Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
bridge-483,B250,Bwayise B2 Lhs,M20,Kampala NorthernBypass,M,Central,Kampala,32.56226,0.350481,13.212,15,Crossing Feature / River Name; Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
bridge-484,B254,Namugongo Overbridge,M20,Kampala NorthernBypass,M,Central,Kampala,32.648038,0.363727,1.855,14,Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
bridge-485,B257,Kawaala Bridge,M20,Kampala NorthernBypass,M,Central,Kampala,32.553186,0.347853,14.288,15,Crossing Feature / River Name; Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
bridge-486,B262,Namungoona B2,M20,Kampala NorthernBypass,M,Central,Kampala,32.542897,0.344873,15.508,15,Crossing Feature / River Name; Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
bridge-487,B419,Namungoona B22,M20,Kampala NorthernBypass,M,Central,Kampala,32.542897,0.344873,15.508,15,Crossing Feature / River Name; Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
bridge-488,B280,Namungoona B1,M20,Kampala NorthernBypass,M,Central,Kampala,32.54229,0.344697,15.58,15,Crossing Feature / River Name; Bridge Type; Deck Type; Deck Material; Abutment Type; Pier Type; Parapet / Railing Type; Wearing Surface Type; Expansion Joint Type; Number Of Spans; Number Of Piers; Number Of Expansion Joints; Number Of Lanes; Bridge Length; Bridge Width,,0,,Placed on exact national road host link
